athleteID,eventID,medal,year
22232,408,Bronze,1988
22233,99,Bronze,1988
22234,384,Silver,1988
22235,385,Bronze,1988
22236,328,Bronze,1988
22237,701,Silver,1988
22238,646,Bronze,1988
22239,649,Gold,1988
22240,650,Gold,1988
22241,388,Gold,1988
22242,654,Bronze,1988
22243,649,Bronze,1988
22244,392,Bronze,1988
22245,169,Gold,1988
22246,395,Silver,1988
22247,687,Gold,1988
22248,445,Silver,1988
22249,315,Silver,1988
22250,441,Gold,1988
22251,655,Silver,1988
22252,380,Gold,1988
22253,433,Silver,1988
22254,4,Silver,1988
22255,2,Gold,1988
22256,306,Bronze,1988
22257,307,Silver,1988
22258,688,Bronze,1988
22259,388,Silver,1988
22260,679,Silver,1988
22261,693,Gold,1988
22262,422,Bronze,1988
22263,418,Silver,1988
22264,152,Bronze,1988
22265,384,Silver,1988
22266,388,Silver,1988
22267,607,Gold,1988
22268,227,Gold,1988
22269,226,Gold,1988
22270,226,Bronze,1988
22271,384,Silver,1988
22272,10,Silver,1988
22273,388,Gold,1988
22274,383,Gold,1988
22275,396,Bronze,1988
22276,433,Bronze,1988
22277,251,Silver,1988
22278,321,Gold,1988
22279,614,Gold,1988
22280,318,Bronze,1988
22281,318,Bronze,1988
22282,328,Bronze,1988
22283,342,Silver,1988
22284,688,Silver,1988
22285,103,Bronze,1988
22286,388,Silver,1988
22287,290,Silver,1988
22288,656,Bronze,1988
22289,687,Gold,1988
22290,151,Gold,1988
22291,160,Bronze,1988
22292,342,Gold,1988
22293,385,Gold,1988
22294,396,Bronze,1988
22295,573,Silver,1988
22296,429,Bronze,1988
22297,622,Silver,1988
22298,175,Silver,1988
22299,307,Gold,1988
22300,341,Bronze,1988
22301,439,Silver,1988
22302,380,Bronze,1988
22303,413,Silver,1988
22304,441,Silver,1988
22305,326,Bronze,1988
22306,151,Gold,1988
22307,429,Silver,1988
22308,237,Silver,1988
22309,233,Gold,1988
22310,236,Gold,1988
22311,112,Gold,1988
22312,687,Gold,1988
22313,476,Silver,1988
22314,372,Silver,1988
22315,366,Bronze,1988
22316,369,Bronze,1988
22317,439,Gold,1988
22318,621,Silver,1988
22319,391,Bronze,1988
22320,314,Gold,1988
22321,315,Bronze,1988
22322,716,Bronze,1988
22323,4,Gold,1988
22324,5,Gold,1988
22325,430,Silver,1988
22326,169,Bronze,1988
22327,456,Silver,1988
22328,456,Silver,1988
22329,386,Gold,1988
22330,693,Silver,1988
22331,388,Silver,1988
22332,688,Silver,1988
22333,649,Bronze,1988
22334,650,Silver,1988
22335,384,Bronze,1988
22336,734,Bronze,1988
22337,442,Bronze,1988
22338,441,Silver,1988
22339,328,Silver,1988
22340,716,Silver,1988
22341,721,Bronze,1988
22342,720,Silver,1988
22343,383,Gold,1988
22344,152,Bronze,1988
22345,388,Silver,1988
22346,384,Bronze,1988
22347,734,Silver,1988
22348,679,Bronze,1988
22349,328,Bronze,1988
22350,427,Bronze,1988
22351,326,Bronze,1988
22352,383,Gold,1988
22353,100,Silver,1988
22354,573,Silver,1988
22355,224,Bronze,1988
22356,262,Gold,1988
22357,274,Gold,1988
22358,274,Gold,1988
22359,306,Gold,1988
22360,307,Gold,1988
22361,687,Bronze,1988
22362,688,Silver,1988
22363,328,Silver,1988
22364,85,Bronze,1988
22365,483,Gold,1988
22366,85,Gold,1988
22367,338,Silver,1988
22368,649,Silver,1988
22369,392,Bronze,1988
22370,385,Bronze,1988
22371,649,Silver,1988
22372,386,Bronze,1988
22373,597,Gold,1988
22374,598,Gold,1988
22375,599,Gold,1988
22376,386,Bronze,1988
22377,176,Bronze,1988
22378,715,Silver,1988
22379,152,Silver,1988
22380,733,Silver,1988
22381,394,Bronze,1988
22382,701,Bronze,1988
22383,541,Gold,1988
22384,429,Silver,1988
22385,160,Gold,1988
22386,383,Gold,1988
22387,338,Silver,1988
22388,383,Bronze,1988
22389,237,Bronze,1988
22390,230,Gold,1988
22391,440,Bronze,1988
22392,395,Bronze,1988
22393,689,Gold,1988
22394,152,Silver,1988
22395,687,Silver,1988
22396,439,Silver,1988
22397,245,Silver,1988
22398,388,Silver,1988
22399,592,Silver,1988
22400,591,Bronze,1988
22401,696,Silver,1988
22402,169,Silver,1988
22403,380,Silver,1988
22404,608,Bronze,1988
22405,622,Bronze,1988
22406,151,Gold,1988
22407,688,Gold,1988
22408,386,Bronze,1988
22409,99,Silver,1988
22410,151,Silver,1988
22411,383,Bronze,1988
22412,133,Silver,1988
22413,7,Gold,1988
22414,316,Silver,1988
22415,109,Silver,1988
22416,657,Gold,1988
22417,656,Gold,1988
22418,649,Bronze,1988
22419,9,Bronze,1988
22420,7,Bronze,1988
22421,342,Bronze,1988
22422,410,Gold,1988
22423,442,Gold,1988
22424,39,Silver,1988
22425,40,Gold,1988
22426,688,Bronze,1988
22427,184,Gold,1988
22428,40,Silver,1988
22429,226,Gold,1988
22430,338,Bronze,1988
22431,35,Bronze,1988
22432,649,Bronze,1988
22433,650,Silver,1988
22434,152,Gold,1988
22435,687,Bronze,1988
22436,328,Gold,1988
22437,372,Silver,1988
22438,551,Gold,1988
22439,318,Silver,1988
22440,641,Silver,1988
22441,645,Silver,1988
22442,650,Gold,1988
22443,74,Silver,1988
22444,92,Silver,1988
22445,697,Bronze,1988
22446,429,Gold,1988
22447,628,Silver,1988
22448,138,Silver,1988
22449,430,Bronze,1988
22450,394,Silver,1988
22451,441,Gold,1988
22452,386,Bronze,1988
22453,294,Bronze,1988
22454,689,Silver,1988
22455,336,Bronze,1988
22456,342,Silver,1988
22457,341,Gold,1988
22458,133,Gold,1988
22459,205,Bronze,1988
22460,203,Bronze,1988
22461,627,Bronze,1988
22462,236,Silver,1988
22463,274,Silver,1988
22464,11,Gold,1988
22465,386,Bronze,1988
22466,179,Bronze,1988
22467,262,Silver,1988
22468,274,Bronze,1988
22469,5,Silver,1988
22470,430,Bronze,1988
22471,719,Gold,1988
22472,688,Bronze,1988
22473,342,Bronze,1988
22474,289,Silver,1988
22475,490,Bronze,1988
22476,294,Gold,1988
22477,152,Bronze,1988
22478,436,Bronze,1988
22479,372,Bronze,1988
22480,393,Bronze,1988
22481,654,Silver,1988
22482,442,Silver,1988
22483,441,Bronze,1988
22484,688,Bronze,1988
22485,688,Bronze,1988
22486,662,Gold,1988
22487,180,Gold,1988
22488,617,Bronze,1988
22489,622,Bronze,1988
22490,342,Gold,1988
22491,388,Gold,1988
22492,693,Bronze,1988
22493,111,Bronze,1988
22494,274,Gold,1988
22495,22,Bronze,1988
22496,152,Bronze,1988
22497,621,Silver,1988
22498,622,Bronze,1988
22499,593,Silver,1988
22500,573,Gold,1988
22501,127,Gold,1988
22502,660,Gold,1988
22503,659,Bronze,1988
22504,383,Silver,1988
22505,39,Bronze,1988
22506,40,Gold,1988
22507,622,Bronze,1988
22508,122,Bronze,1988
22509,541,Bronze,1988
22510,697,Gold,1988
22511,328,Silver,1988
22512,598,Bronze,1988
22513,599,Bronze,1988
22514,183,Bronze,1988
22515,152,Bronze,1988
22516,700,Bronze,1988
22517,702,Bronze,1988
22518,687,Silver,1988
22519,151,Silver,1988
22520,441,Gold,1988
22521,105,Silver,1988
22522,649,Bronze,1988
22523,621,Bronze,1988
22524,623,Silver,1988
22525,442,Silver,1988
22526,441,Bronze,1988
22527,441,Bronze,1988
22528,589,Bronze,1988
22529,688,Bronze,1988
22530,127,Bronze,1988
22531,442,Silver,1988
22532,441,Bronze,1988
22533,441,Bronze,1988
22534,642,Silver,1988
22535,120,Bronze,1988
22536,284,Bronze,1988
22537,643,Silver,1988
22538,160,Bronze,1988
22539,439,Bronze,1988
22540,687,Bronze,1988
22541,181,Gold,1988
22542,573,Silver,1988
22543,3,Gold,1988
22544,4,Bronze,1988
22545,6,Gold,1992
22546,4,Bronze,1992
22547,321,Silver,1992
22548,433,Silver,1992
22549,433,Silver,1992
22550,103,Gold,1992
22551,69,Bronze,1992
22552,342,Gold,1992
22553,203,Silver,1992
22554,184,Bronze,1992
22555,342,Bronze,1992
22556,173,Bronze,1992
22557,171,Gold,1992
22558,169,Bronze,1992
22559,342,Silver,1992
22560,342,Bronze,1992
22561,84,Silver,1992
22562,191,Bronze,1992
22563,342,Bronze,1992
22564,84,Bronze,1992
22565,649,Gold,1992
22566,641,Silver,1992
22567,650,Gold,1992
22568,385,Bronze,1992
22569,385,Bronze,1992
22570,385,Bronze,1992
22571,372,Bronze,1992
22572,274,Silver,1992
22573,150,Gold,1992
22574,88,Bronze,1992
22575,85,Bronze,1992
22576,724,Bronze,1992
22577,564,Bronze,1992
22578,697,Silver,1992
22579,151,Silver,1992
22580,219,Silver,1992
22581,226,Silver,1992
22582,342,Gold,1992
22583,568,Bronze,1992
22584,346,Silver,1992
22585,445,Silver,1992
22586,342,Bronze,1992
22587,342,Bronze,1992
22588,687,Gold,1992
22589,342,Gold,1992
22590,713,Gold,1992
22591,251,Silver,1992
22592,485,Gold,1992
22593,262,Bronze,1992
22594,210,Silver,1992
22595,211,Bronze,1992
22596,160,Bronze,1992
22597,383,Silver,1992
22598,203,Bronze,1992
22599,383,Silver,1992
22600,384,Bronze,1992
22601,436,Gold,1992
22602,689,Bronze,1992
22603,422,Silver,1992
22604,169,Gold,1992
22605,402,Silver,1992
22606,151,Silver,1992
22607,388,Silver,1992
22608,140,Silver,1992
22609,675,Silver,1992
22610,150,Gold,1992
22611,688,Silver,1992
22612,342,Bronze,1992
22613,40,Bronze,1992
22614,342,Bronze,1992
22615,127,Gold,1992
22616,525,Silver,1992
22617,137,Silver,1992
22618,103,Silver,1992
22619,386,Bronze,1992
22620,689,Gold,1992
22621,388,Bronze,1992
22622,175,Bronze,1992
22623,196,Bronze,1992
22624,342,Bronze,1992
22625,429,Bronze,1992
22626,657,Gold,1992
22627,490,Bronze,1992
22628,383,Silver,1992
22629,105,Bronze,1992
22630,491,Silver,1992
22631,342,Silver,1992
22632,385,Bronze,1992
22633,183,Gold,1992
22634,448,Silver,1992
22635,295,Bronze,1992
22636,306,Bronze,1992
22637,307,Gold,1992
22638,689,Silver,1992
22639,718,Silver,1992
22640,149,Silver,1992
22641,480,Gold,1992
22642,152,Gold,1992
22643,383,Gold,1992
22644,429,Gold,1992
22645,386,Gold,1992
22646,151,Gold,1992
22647,334,Bronze,1992
22648,444,Gold,1992
22649,441,Gold,1992
22650,386,Gold,1992
22651,614,Gold,1992
22652,307,Silver,1992
22653,178,Bronze,1992
22654,205,Bronze,1992
22655,723,Silver,1992
22656,621,Silver,1992
22657,385,Bronze,1992
22658,75,Bronze,1992
22659,613,Bronze,1992
22660,688,Silver,1992
22661,328,Silver,1992
22662,90,Gold,1992
22663,315,Bronze,1992
22664,730,Gold,1992
22665,388,Gold,1992
22666,90,Bronze,1992
22667,386,Bronze,1992
22668,384,Bronze,1992
22669,383,Gold,1992
22670,338,Silver,1992
22671,385,Gold,1992
22672,673,Gold,1992
22673,386,Silver,1992
22674,687,Bronze,1992
22675,164,Bronze,1992
22676,311,Gold,1992
22677,165,Silver,1992
22678,699,Bronze,1992
22679,408,Gold,1992
22680,362,Bronze,1992
22681,372,Gold,1992
22682,688,Gold,1992
22683,235,Gold,1992
22684,238,Silver,1992
22685,236,Bronze,1992
22686,689,Bronze,1992
22687,136,Silver,1992
22688,168,Bronze,1992
22689,165,Bronze,1992
22690,687,Silver,1992
22691,178,Bronze,1992
22692,342,Gold,1992
22693,607,Bronze,1992
22694,622,Gold,1992
22695,385,Silver,1992
22696,318,Silver,1992
22697,328,Gold,1992
22698,199,Bronze,1992
22699,556,Bronze,1992
22700,631,Silver,1992
22701,621,Gold,1992
22702,622,Gold,1992
22703,151,Gold,1992
22704,78,Gold,1992
22705,385,Silver,1992
22706,90,Silver,1992
22707,439,Silver,1992
22708,85,Bronze,1992
22709,562,Silver,1992
22710,564,Silver,1992
22711,600,Gold,1992
22712,596,Gold,1992
22713,687,Silver,1992
22714,404,Gold,1992
22715,314,Silver,1992
22716,315,Bronze,1992
22717,202,Gold,1992
22718,199,Gold,1992
22719,385,Gold,1992
22720,262,Gold,1992
22721,441,Silver,1992
22722,385,Silver,1992
22723,384,Bronze,1992
22724,380,Gold,1992
22725,127,Silver,1992
22726,434,Silver,1992
22727,188,Bronze,1992
22728,482,Bronze,1992
22729,482,Bronze,1992
22730,388,Gold,1992
22731,413,Bronze,1992
22732,380,Silver,1992
22733,377,Bronze,1992
22734,307,Silver,1992
22735,312,Silver,1992
22736,476,Bronze,1992
22737,211,Silver,1992
22738,610,Silver,1992
22739,597,Gold,1992
22740,446,Gold,1992
22741,326,Gold,1992
22742,388,Gold,1992
22743,328,Gold,1992
22744,384,Bronze,1992
22745,687,Silver,1992
22746,118,Gold,1992
22747,482,Silver,1992
22748,312,Bronze,1992
22749,251,Bronze,1992
22750,689,Gold,1992
22751,177,Silver,1992
22752,480,Silver,1992
22753,338,Bronze,1992
22754,136,Bronze,1992
22755,151,Bronze,1992
22756,449,Silver,1992
22757,307,Bronze,1992
22758,650,Silver,1992
22759,165,Gold,1992
22760,687,Bronze,1992
22761,388,Bronze,1992
22762,440,Bronze,1992
22763,388,Silver,1992
22764,386,Bronze,1992
22765,380,Bronze,1992
22766,430,Silver,1992
22767,129,Silver,1992
22768,128,Gold,1992
22769,342,Silver,1992
22770,146,Gold,1992
22771,321,Silver,1992
22772,195,Gold,1992
22773,192,Gold,1992
22774,152,Bronze,1992
22775,723,Gold,1992
22776,152,Gold,1992
22777,434,Silver,1992
22778,617,Silver,1992
22779,388,Silver,1992
22780,456,Silver,1992
22781,84,Gold,1992
22782,388,Gold,1992
22783,388,Gold,1992
22784,182,Silver,1992
22785,65,Gold,1992
22786,456,Gold,1992
22787,689,Gold,1992
22788,688,Gold,1992
22789,689,Gold,1992
22790,722,Bronze,1992
22791,680,Gold,1992
22792,393,Gold,1992
22793,385,Silver,1992
22794,687,Gold,1992
22795,383,Silver,1992
22796,328,Bronze,1992
22797,346,Bronze,1992
22798,610,Bronze,1992
22799,184,Gold,1992
22800,688,Gold,1992
22801,173,Gold,1992
22802,701,Gold,1992
22803,269,Gold,1992
22804,383,Silver,1992
22805,384,Gold,1992
22806,125,Bronze,1992
22807,440,Silver,1992
22808,150,Silver,1992
22809,150,Silver,1992
22810,150,Silver,1992
22811,152,Bronze,1992
22812,441,Silver,1992
22813,69,Silver,1992
22814,150,Silver,1992
22815,150,Silver,1992
22816,119,Gold,1992
22817,662,Silver,1992
22818,184,Bronze,1992
22819,160,Silver,1992
22820,675,Bronze,1992
22821,150,Silver,1992
22822,372,Bronze,1992
22823,214,Bronze,1992
22824,39,Gold,1992
22825,40,Gold,1992
22826,175,Gold,1992
22827,151,Bronze,1992
22828,70,Gold,1992
22829,383,Gold,1992
22830,380,Gold,1992
22831,430,Bronze,1992
22832,694,Bronze,1992
22833,441,Silver,1992
22834,294,Bronze,1992
22835,622,Bronze,1992
22836,165,Gold,1992
22837,622,Bronze,1992
22838,688,Bronze,1992
22839,10,Silver,1992
22840,446,Silver,1992
22841,448,Silver,1992
22842,386,Gold,1992
22843,251,Silver,1992
22844,11,Gold,1992
22845,152,Silver,1992
22846,117,Gold,1992
22847,251,Silver,1992
22848,104,Bronze,1992
22849,434,Gold,1992
22850,152,Bronze,1992
22851,435,Bronze,1992
22852,385,Silver,1992
22853,439,Bronze,1992
22854,688,Gold,1992
22855,134,Bronze,1992
22856,483,Silver,1992
22857,441,Gold,1992
22858,429,Gold,1992
22859,688,Bronze,1992
22860,480,Bronze,1992
22861,393,Silver,1992
22862,203,Silver,1992
22863,395,Bronze,1992
22864,687,Bronze,1992
22865,209,Silver,1992
22866,121,Silver,1992
22867,124,Silver,1992
22868,568,Gold,1992
22869,151,Silver,1992
22870,617,Bronze,1992
22871,211,Gold,1992
22872,413,Gold,1992
22873,689,Gold,1992
22874,388,Silver,1992
22875,384,Silver,1992
22876,568,Gold,1992
22877,564,Silver,1992
22878,564,Silver,1992
22879,394,Bronze,1992
22880,617,Gold,1992
22881,628,Gold,1992
22882,321,Bronze,1992
22883,458,Gold,1992
22884,385,Silver,1992
22885,152,Bronze,1992
22886,483,Silver,1992
22887,388,Gold,1992
22888,380,Bronze,1992
22889,74,Bronze,1992
22890,400,Bronze,1992
22891,181,Gold,1992
22892,489,Bronze,1992
22893,227,Silver,1992
22894,383,Bronze,1992
22895,71,Silver,1992
22896,269,Silver,1992
22897,441,Gold,1992
22898,150,Gold,1992
22899,179,Silver,1992
22900,311,Bronze,1992
22901,719,Bronze,1992
22902,663,Gold,1992
22903,662,Gold,1992
22904,622,Gold,1992
22905,384,Bronze,1992
22906,121,Gold,1992
22907,433,Silver,1992
22908,236,Bronze,1992
22909,150,Gold,1992
22910,318,Silver,1992
22911,386,Silver,1992
22912,608,Gold,1992
22913,622,Gold,1992
22914,385,Silver,1992
22915,698,Gold,1992
22916,359,Gold,1992
22917,151,Bronze,1992
22918,165,Silver,1992
22919,251,Gold,1992
22920,152,Bronze,1992
22921,386,Bronze,1992
22922,338,Gold,1992
22923,328,Silver,1992
22924,555,Gold,1992
22925,560,Gold,1992
22926,429,Silver,1992
22927,112,Silver,1992
22928,568,Silver,1992
22929,289,Silver,1992
22930,122,Bronze,1992
22931,444,Silver,1992
22932,210,Bronze,1992
22933,211,Gold,1992
22934,386,Gold,1992
22935,441,Bronze,1992
22936,482,Gold,1992
22937,560,Bronze,1992
22938,180,Bronze,1992
22939,650,Silver,1992
22940,342,Bronze,1992
22941,687,Gold,1992
22942,128,Bronze,1992
22943,395,Bronze,1992
22944,307,Bronze,1992
22945,190,Gold,1992
22946,139,Gold,1992
22947,385,Silver,1992
22948,202,Bronze,1992
22949,151,Gold,1992
22950,384,Bronze,1992
22951,321,Bronze,1992
22952,336,Silver,1992
22953,336,Silver,1992
22954,328,Bronze,1992
22955,725,Silver,1992
22956,384,Silver,1992
22957,383,Gold,1992
22958,236,Silver,1992
22959,213,Bronze,1992
22960,128,Gold,1992
22961,444,Silver,1992
22962,152,Bronze,1992
22963,384,Silver,1992
22964,171,Bronze,1992
22965,639,Gold,1992
22966,643,Gold,1992
22967,653,Gold,1992
22968,488,Silver,1992
22969,315,Bronze,1992
22970,429,Bronze,1992
22971,151,Bronze,1992
22972,338,Bronze,1992
22973,65,Silver,1992
22974,422,Silver,1992
22975,385,Silver,1992
22976,156,Bronze,1992
22977,688,Bronze,1992
22978,410,Bronze,1992
22979,386,Silver,1992
22980,615,Bronze,1992
22981,689,Silver,1992
22982,150,Gold,1992
22983,385,Silver,1992
22984,652,Silver,1992
22985,655,Gold,1992
22986,151,Gold,1992
22987,84,Silver,1992
22988,84,Silver,1992
22989,724,Gold,1992
22990,404,Silver,1992
22991,251,Bronze,1992
22992,35,Silver,1992
22993,439,Bronze,1992
22994,729,Gold,1992
22995,130,Silver,1992
22996,226,Silver,1992
22997,491,Gold,1992
22998,444,Silver,1992
22999,573,Silver,1992
23000,326,Gold,1992
23001,679,Gold,1992
23002,680,Bronze,1992
23003,679,Gold,1992
23004,150,Gold,1992
23005,10,Bronze,1992
23006,386,Silver,1992
23007,385,Bronze,1992
23008,209,Gold,1992
23009,673,Silver,1992
23010,342,Gold,1992
23011,689,Gold,1992
23012,659,Silver,1992
23013,328,Silver,1992
23014,203,Silver,1992
23015,271,Gold,1992
23016,430,Silver,1992
23017,127,Gold,1992
23018,689,Gold,1992
23019,385,Gold,1992
23020,160,Gold,1992
23021,213,Gold,1992
23022,211,Silver,1992
23023,402,Gold,1992
23024,22,Gold,1992
23025,482,Silver,1992
23026,476,Bronze,1992
23027,429,Gold,1992
23028,191,Bronze,1992
23029,138,Bronze,1992
23030,104,Bronze,1992
23031,687,Bronze,1992
23032,544,Silver,1992
23033,673,Bronze,1992
23034,444,Bronze,1992
23035,386,Bronze,1992
23036,386,Bronze,1992
23037,657,Gold,1992
23038,70,Silver,1992
23039,75,Silver,1992
23040,188,Silver,1992
23041,109,Bronze,1992
23042,202,Silver,1992
23043,385,Gold,1992
23044,623,Silver,1992
23045,274,Bronze,1992
23046,312,Silver,1992
23047,384,Silver,1992
23048,294,Gold,1992
23049,444,Silver,1992
23050,274,Gold,1992
23051,328,Silver,1992
23052,386,Gold,1992
23053,564,Silver,1992
23054,380,Gold,1992
23055,439,Bronze,1992
23056,689,Gold,1992
23057,659,Bronze,1992
23058,662,Silver,1992
23059,295,Gold,1992
23060,596,Bronze,1992
23061,318,Silver,1992
23062,111,Bronze,1992
23063,318,Silver,1992
23064,689,Silver,1992
23065,383,Bronze,1992
23066,342,Bronze,1992
23067,660,Silver,1992
23068,688,Gold,1992
23069,251,Bronze,1992
23070,458,Silver,1992
23071,441,Silver,1992
23072,152,Gold,1992
23073,622,Bronze,1992
23074,342,Silver,1992
23075,724,Silver,1992
23076,429,Silver,1992
23077,551,Silver,1992
23078,388,Silver,1992
23079,397,Bronze,1992
23080,614,Bronze,1992
23081,687,Gold,1992
23082,148,Bronze,1992
23083,6,Silver,1992
23084,4,Silver,1992
23085,623,Bronze,1992
23086,274,Gold,1992
23087,730,Bronze,1992
23088,573,Bronze,1992
23089,312,Bronze,1992
23090,380,Silver,1992
23091,384,Silver,1992
23092,689,Silver,1992
23093,404,Bronze,1992
23094,689,Silver,1992
23095,386,Gold,1992
23096,175,Silver,1992
23097,383,Gold,1992
23098,689,Bronze,1992
23099,150,Gold,1992
23100,413,Gold,1992
23101,680,Silver,1992
23102,203,Bronze,1992
23103,88,Silver,1992
23104,321,Bronze,1992
23105,95,Bronze,1992
23106,383,Gold,1992
23107,315,Gold,1992
23108,434,Gold,1992
23109,687,Bronze,1992
23110,108,Bronze,1992
23111,316,Bronze,1992
23112,318,Silver,1992
23113,151,Silver,1992
23114,731,Bronze,1992
23115,328,Bronze,1992
23116,85,Bronze,1992
23117,156,Silver,1992
23118,160,Gold,1992
23119,346,Gold,1992
23120,555,Bronze,1992
23121,380,Gold,1992
23122,446,Bronze,1992
23123,148,Silver,1992
23124,342,Gold,1992
23125,388,Bronze,1992
23126,384,Bronze,1992
23127,488,Gold,1992
23128,321,Bronze,1992
23129,127,Gold,1992
23130,418,Silver,1992
23131,145,Silver,1992
23132,130,Gold,1992
23133,128,Bronze,1992
23134,372,Silver,1992
23135,366,Bronze,1992
23136,384,Bronze,1992
23137,202,Gold,1992
23138,199,Gold,1992
23139,418,Gold,1992
23140,328,Bronze,1992
23141,208,Silver,1992
23142,203,Silver,1992
23143,441,Bronze,1992
23144,407,Gold,1992
23145,380,Silver,1992
23146,649,Bronze,1992
23147,483,Gold,1992
23148,386,Silver,1992
23149,211,Bronze,1992
23150,169,Gold,1992
23151,646,Gold,1992
23152,649,Gold,1992
23153,650,Gold,1992
23154,383,Silver,1992
23155,439,Gold,1992
23156,396,Silver,1992
23157,85,Gold,1992
23158,35,Bronze,1992
23159,388,Silver,1992
23160,169,Silver,1992
23161,251,Bronze,1992
23162,285,Bronze,1992
23163,271,Bronze,1992
23164,145,Silver,1992
23165,245,Bronze,1992
23166,441,Bronze,1992
23167,652,Gold,1992
23168,643,Silver,1992
23169,650,Silver,1992
23170,597,Bronze,1992
23171,372,Bronze,1992
23172,351,Bronze,1992
23173,383,Gold,1992
23174,436,Gold,1992
23175,152,Silver,1992
23176,693,Bronze,1992
23177,488,Bronze,1992
23178,445,Gold,1992
23179,441,Gold,1992
23180,383,Silver,1992
23181,326,Silver,1992
23182,687,Silver,1992
23183,476,Gold,1992
23184,655,Bronze,1992
23185,384,Silver,1992
23186,323,Bronze,1992
23187,386,Silver,1992
23188,433,Gold,1992
23189,150,Gold,1992
23190,182,Gold,1992
23191,393,Bronze,1992
23192,342,Gold,1992
23193,150,Gold,1992
23194,85,Silver,1992
23195,184,Silver,1992
23196,85,Silver,1992
23197,195,Bronze,1992
23198,385,Gold,1992
23199,687,Bronze,1992
23200,435,Silver,1992
23201,604,Bronze,1992
23202,384,Silver,1992
23203,444,Bronze,1992
23204,35,Gold,1992
23205,574,Silver,1992
23206,572,Silver,1992
23207,573,Silver,1992
23208,208,Bronze,1992
23209,205,Silver,1992
23210,616,Silver,1992
23211,627,Bronze,1992
23212,623,Silver,1992
23213,316,Silver,1992
23214,662,Bronze,1992
23215,384,Gold,1992
23216,181,Bronze,1992
23217,169,Silver,1992
23218,388,Bronze,1992
23219,384,Bronze,1992
23220,604,Silver,1992
23221,128,Silver,1992
23222,405,Bronze,1992
23223,315,Gold,1992
23224,188,Bronze,1992
23225,388,Bronze,1992
23226,554,Gold,1992
23227,150,Silver,1992
23228,149,Bronze,1992
23229,150,Silver,1992
23230,143,Silver,1992
23231,408,Bronze,1992
23232,621,Gold,1992
23233,623,Bronze,1992
23234,649,Bronze,1992
23235,647,Bronze,1992
23236,650,Silver,1992
23237,391,Gold,1992
23238,385,Bronze,1992
23239,379,Gold,1992
23240,380,Gold,1992
23241,377,Bronze,1992
23242,382,Silver,1992
23243,321,Gold,1992
23244,148,Gold,1992
23245,569,Bronze,1992
23246,109,Gold,1992
23247,663,Bronze,1992
23248,662,Bronze,1992
23249,388,Silver,1992
23250,385,Bronze,1992
23251,127,Bronze,1992
23252,183,Silver,1992
23253,448,Silver,1992
23254,372,Bronze,1992
23255,358,Silver,1992
23256,384,Gold,1992
23257,84,Silver,1992
23258,593,Bronze,1992
23259,568,Bronze,1992
23260,84,Bronze,1992
23261,564,Bronze,1992
23262,734,Gold,1992
23263,488,Bronze,1992
23264,226,Bronze,1992
23265,341,Silver,1992
23266,150,Bronze,1992
23267,675,Bronze,1992
23268,673,Bronze,1992
23269,694,Gold,1992
23270,622,Silver,1992
23271,687,Bronze,1992
23272,644,Gold,1992
23273,176,Silver,1992
23274,688,Gold,1992
23275,728,Gold,1992
23276,152,Bronze,1992
23277,191,Gold,1992
23278,623,Bronze,1992
23279,631,Bronze,1992
23280,621,Gold,1992
23281,5,Gold,1992
23282,525,Gold,1992
23283,388,Bronze,1992
23284,687,Gold,1992
23285,384,Gold,1992
23286,430,Bronze,1992
23287,434,Bronze,1992
23288,342,Silver,1992
23289,388,Bronze,1992
23290,85,Gold,1992
23291,120,Bronze,1992
23292,692,Gold,1992
23293,396,Bronze,1992
23294,22,Silver,1992
23295,148,Gold,1992
23296,483,Bronze,1992
23297,84,Gold,1992
23298,573,Bronze,1992
23299,731,Silver,1992
23300,160,Bronze,1992
23301,182,Bronze,1992
23302,99,Bronze,1992
23303,386,Bronze,1992
23304,151,Gold,1992
23305,85,Gold,1992
23306,152,Bronze,1992
23307,127,Gold,1992
23308,716,Silver,1992
23309,150,Silver,1992
23310,436,Silver,1992
23311,151,Gold,1992
23312,621,Gold,1992
23313,687,Gold,1992
23314,623,Bronze,1992
23315,388,Silver,1992
23316,656,Gold,1992
23317,656,Gold,1992
23318,151,Bronze,1992
23319,139,Bronze,1992
23320,136,Gold,1992
23321,385,Bronze,1992
23322,388,Silver,1992
23323,386,Silver,1992
23324,342,Silver,1992
23325,388,Bronze,1992
23326,128,Silver,1992
23327,700,Gold,1992
23328,342,Bronze,1992
23329,689,Bronze,1992
23330,731,Gold,1992
23331,592,Gold,1992
23332,591,Bronze,1992
23333,151,Bronze,1992
23334,388,Gold,1992
23335,388,Bronze,1992
23336,616,Bronze,1992
23337,386,Silver,1992
23338,150,Bronze,1992
23339,564,Bronze,1992
23340,564,Bronze,1992
23341,718,Bronze,1992
23342,84,Silver,1992
23343,203,Gold,1992
23344,385,Gold,1992
23345,430,Silver,1992
23346,245,Silver,1992
23347,688,Bronze,1992
23348,489,Gold,1992
23349,480,Silver,1992
23350,341,Bronze,1992
23351,718,Gold,1992
23352,722,Gold,1992
23353,733,Bronze,1992
23354,728,Bronze,1992
23355,395,Gold,1992
23356,385,Bronze,1992
23357,385,Bronze,1992
23358,385,Bronze,1992
23359,448,Bronze,1992
23360,388,Gold,1992
23361,621,Silver,1992
