athleteID,age,sex,height,weight
18502,17,F,164,52
18503,21,M,187,83
18504,26,M,173,68
18505,28,F,166,58
18506,27,F,167,52
18507,24,F,181,83
18508,23,M,190,88
18509,20,M,180,68
18510,22,F,179,74
18511,24,F,178,76
18512,23,M,176,68
18513,23,M,176,68
18514,24,F,180,77
18515,29,M,175,70
18516,28,M,163,52
18517,30,M,180,75
18518,18,F,187,80
18519,23,M,208,107
18520,29,F,179,73
18521,27,F,178,73
18522,26,M,190,75
18523,30,M,188,145
18524,19,F,176,69
18525,24,M,155,48
18526,27,M,180,74
18527,19,M,190,86
18528,20,M,175,63
18529,26,M,178,86
18530,29,M,188,107
18531,24,M,184,78
18532,25,M,178,68
18533,37,M,187,82
18534,26,M,171,71
18535,26,M,174,74
18536,26,M,178,100
18537,18,F,184,80
18538,22,M,186,85
18539,24,F,162,48
18540,14,M,169,51
18541,22,F,176,65
18542,15,F,178,66
18543,15,F,178,66
18544,15,F,178,66
18545,15,F,159,45
18546,24,M,193,92
18547,21,M,172,66
18548,23,M,193,97
18549,23,M,193,97
18550,19,M,174,63
18551,23,M,,
18552,27,F,172,80
18553,33,F,169,67
18554,15,F,170,63
18555,27,F,162,54.5
18556,27,F,162,54.5
18557,23,M,179,83
18558,26,M,188,89
18559,23,M,183,73
18560,33,F,168,60
18561,22,M,170,66
18562,28,M,178,66
18563,28,M,178,66
18564,31,F,170,61
18565,30,F,152,41
18566,21,M,161,60
18567,22,F,180,75
18568,24,M,174,67
18569,21,F,170,64
18570,25,M,180,81
18571,24,M,193,93
18572,27,M,174,68
18573,27,M,174,68
18574,26,M,178,69
18575,26,M,178,72
18576,26,M,178,72
18577,27,M,182,70
18578,26,M,178,75
18579,57,M,170,67
18580,23,F,176,74
18581,25,M,,
18582,25,M,,
18583,27,F,171,62
18584,29,M,183,84
18585,19,F,,
18586,23,F,187,80
18587,25,M,183,88
18588,29,M,172,65
18589,20,M,185,88
18590,32,M,188,87
18591,30,F,168,67
18592,22,M,197,95
18593,15,F,156,42
18594,15,F,156,42
18595,15,F,156,42
18596,25,F,175,68
18597,28,F,168,68
18598,18,M,189,84
18599,21,M,164,67
18600,20,M,185,72
18601,20,M,163,48
18602,24,M,178,74
18603,29,M,185,117
18604,27,M,183,74
18605,24,M,167,54
18606,27,M,179,70
18607,29,M,175,70
18608,19,F,176,63
18609,21,M,161,48
18610,26,M,196,110
18611,30,F,178,74
18612,25,M,180,67
18613,26,M,188,75
18614,20,M,181,74
18615,20,M,181,74
18616,20,M,181,74
18617,30,M,176,73
18618,30,M,176,73
18619,31,M,197,87
18620,20,M,174,74
18621,22,F,175,68
18622,27,M,214,135
18623,34,M,188,78
18624,18,M,167,59
18625,27,M,172,71
18626,19,F,170,69
18627,23,M,200,97
18628,25,F,178,75
18629,21,M,180,77
18630,21,M,188,80
18631,21,M,188,80
18632,27,F,176,70
18633,33,M,173,82
18634,33,M,173,82
18635,24,F,183,90
18636,18,F,173,66
18637,18,F,173,66
18638,18,F,173,66
18639,28,M,181,87
18640,19,F,174,66
18641,26,M,184,80
18642,25,M,180,82
18643,17,F,172,60
18644,17,F,172,60
18645,26,M,182,80
18646,23,M,169,64
18647,23,F,180,93
18648,30,M,180,82
18649,15,F,167,57
18650,19,F,181,71
18651,27,M,174,77
18652,23,F,184,72
18653,21,F,179,76
18654,28,F,161,60
18655,21,F,164,53
18656,21,M,172,74
18657,26,M,155,52
18658,27,M,194,97
18659,27,M,185,82
18660,28,F,210,128
18661,28,M,190,94
18662,22,F,179,76
18663,20,F,178,69
18664,22,M,181,73
18665,34,M,153,48
18666,24,M,161,57
18667,22,M,160,63.5
18668,21,M,178,74
18669,20,M,160,66
18670,21,M,178,
18671,27,M,195,81
18672,19,F,158,46
18673,19,F,158,46
18674,19,F,158,46
18675,19,F,158,46
18676,24,F,183,77
18677,21,M,189,96
18678,23,M,181,76
18679,23,M,183,80
18680,16,M,186,71
18681,28,F,175,74
18682,27,F,175,67
18683,19,F,152,50
18684,23,M,190,84
18685,26,F,170,67
18686,36,M,176,76
18687,24,M,,
18688,25,M,185,106
18689,23,M,182,75
18690,22,M,180,86
18691,27,F,178,60
18692,25,M,196,103
18693,24,M,175,72
18694,27,M,175,73
18695,20,M,170,62
18696,22,M,175,67
18697,19,M,168,63
18698,23,M,178,83
18699,25,F,165,60
18700,28,M,170,70
18701,23,M,180,78
18702,25,M,195,89
18703,22,M,182,82
18704,25,M,171,86
18705,21,M,175,70
18706,18,F,182,75
18707,30,M,181,72
18708,30,M,178,76
18709,20,F,180,64
18710,27,F,162,53
18711,27,F,162,53
18712,22,M,182,70
18713,26,M,185,78
18714,26,M,185,78
18715,26,M,185,78
18716,19,M,173,68
18717,31,M,187,86
18718,31,M,173,76
18719,22,M,181,90
18720,22,M,196,89
18721,21,F,170,73
18722,25,M,164,65
18723,27,F,183,73
18724,24,F,177,70
18725,29,M,146,45
18726,16,F,164,57
18727,26,M,181,76
18728,28,M,197,96
18729,27,M,177,71
18730,23,M,189,84
18731,27,M,187,88
18732,21,M,178,91
18733,20,M,177,70
18734,20,M,177,70
18735,29,M,156,52
18736,21,F,178,65
18737,25,M,166,66
18738,22,F,176,72
18739,29,M,197,95
18740,23,M,181,75
18741,23,M,181,75
18742,26,M,188,84
18743,26,M,188,84
18744,29,M,186,80
18745,23,F,187,86
18746,28,M,190,95
18747,35,F,160,56
18748,23,M,188,84
18749,21,M,183,84
18750,23,M,195,82
18751,23,F,169,53
18752,27,M,184,80
18753,30,F,183,75
18754,26,M,182,62
18755,21,F,183,76
18756,21,M,188,102
18757,21,M,178,79
18758,22,M,182,78
18759,16,F,182,67
18760,21,M,186,84
18761,21,F,182,80
18762,19,M,189,77
18763,19,M,189,77
18764,16,F,153,40
18765,26,M,187,81
18766,25,F,192,94
18767,23,M,176,72
18768,23,M,178,76
18769,25,M,182,85
18770,27,M,169,66
18771,18,F,164,50
18772,22,M,175,81
18773,27,M,181,78
18774,24,M,177,76
18775,25,M,170,62
18776,20,M,169,65
18777,20,M,187,82
18778,27,F,160,50
18779,31,M,160,62
18780,28,M,197,93
18781,25,M,182,64
18782,27,F,176,58
18783,27,F,176,58
18784,30,M,170,69
18785,29,M,180,108
18786,26,M,177,63
18787,32,M,202,106
18788,18,F,169,59
18789,27,M,177,70
18790,27,M,177,70
18791,24,M,170,56
18792,19,M,182,65
18793,23,M,191,120
18794,22,M,202,96
18795,24,M,,127
18796,19,M,182,76
18797,28,M,174,68
18798,27,M,178,84
18799,29,M,176,74
18800,21,F,181,89
18801,28,M,174,71
18802,20,M,185,80
18803,22,M,193,78
18804,21,M,184,92
18805,24,M,179,77
18806,26,M,,
18807,27,F,168,69
18808,33,M,173,66
18809,23,M,187,87
18810,28,F,172,73
18811,31,F,165,74
18812,20,M,187,90
18813,22,M,220,110
18814,22,M,169,62
18815,22,M,169,62
18816,22,M,169,62
18817,24,M,198,89
18818,21,F,182,78
18819,24,F,176,75
18820,27,M,200,95
18821,31,M,178,76
18822,31,M,191,109
18823,23,M,181,66
18824,20,F,180,66
18825,25,M,173,65
18826,28,M,168,62
18827,24,M,192,89
18828,21,M,180,72
18829,21,M,184,78
18830,20,F,172,66
18831,27,M,185,79
18832,22,M,180,75
18833,24,M,180,80
18834,21,F,170,54
18835,21,F,170,54
18836,21,F,170,63
18837,31,M,186,86
18838,23,M,169,65
18839,19,F,158,49
18840,30,M,179,66
18841,34,F,180,73
18842,16,F,159,45
18843,20,M,195,87
18844,20,M,192,90
18845,40,M,173,70
18846,40,M,173,70
18847,24,M,181,76
18848,25,F,166,68
18849,22,M,178,76
18850,22,M,185,77
18851,22,M,185,77
18852,22,M,185,77
18853,26,M,194,103
18854,24,M,170,80
18855,24,F,177,79
18856,30,M,180,68
18857,19,F,166,59
18858,25,F,,
18859,29,M,156,48
18860,25,M,190,73
18861,33,M,190,87
18862,30,M,195,78
18863,29,M,178,65
18864,21,M,186,80
18865,22,M,178,70
18866,14,F,181,76
18867,26,M,187,95
18868,16,F,173,69
18869,19,M,164,51
18870,24,M,171,82
18871,24,M,176,71
18872,15,F,169,58
18873,25,M,196,100
18874,24,M,185,89
18875,23,F,170,65
18876,18,F,172,62
18877,18,F,172,62
18878,30,M,183,86
18879,24,M,183,76
18880,37,M,165,72
18881,24,M,207,110
18882,49,M,175,68
18883,26,F,171,72
18884,23,M,188,89
18885,29,F,185,105
18886,23,M,190,80
18887,24,M,176,60
18888,24,M,176,60
18889,32,M,188,84
18890,25,M,203,102
18891,26,F,177,70
18892,18,F,167,52
18893,25,M,174,74
18894,29,M,187,88
18895,24,M,192,85
18896,29,M,183,77
18897,29,M,185,80
18898,21,M,189,82
18899,22,F,167,63
18900,26,F,150,55
18901,20,M,184,74
18902,32,M,169,68
18903,33,M,177,72
18904,21,F,156,47
18905,27,F,161,55
18906,23,M,190,95
18907,28,F,169,67
18908,26,M,181,79
18909,23,M,185,75
18910,24,F,165,63
18911,27,M,183,79
18912,24,F,154,42
18913,27,M,180,82
18914,23,M,188,82
18915,28,M,183,86
18916,28,M,183,86
18917,22,M,175,79
18918,27,M,186,75
18919,27,M,192,91
18920,21,M,175,70
18921,23,F,165,57
18922,23,F,165,57
18923,23,F,165,57
18924,19,F,150,48
18925,21,M,200,82
18926,26,F,178,67
18927,21,F,175,70
18928,20,M,186,83
18929,26,M,185,80
18930,28,M,173,84
18931,26,M,178,68
18932,22,M,185,88
18933,24,M,187,71
18934,30,M,185,86
18935,22,F,148,42
18936,30,M,175,75
18937,29,M,188,74
18938,20,M,170,64
18939,25,M,180,84
18940,29,M,180,73
18941,24,M,183,77
18942,23,M,184,75
18943,24,M,194,91
18944,21,M,180,77
18945,17,M,184,78
18946,17,M,194,80
18947,17,M,194,80
18948,23,M,181,77
18949,23,M,195,75
18950,25,F,169,60
18951,24,F,170,66
18952,30,F,169,67
18953,20,M,167,60
18954,22,M,194,95
18955,29,M,180,84
18956,29,M,166,62
18957,21,M,186,77
18958,30,M,190,85
18959,24,F,155,58
18960,27,M,165,60
18961,25,M,200,90
18962,29,M,,
18963,36,M,162,53
18964,36,M,162,53
18965,30,M,195,96
18966,31,M,187,87
18967,21,M,175,75
18968,27,F,165,58
18969,17,F,146,42
18970,29,F,180,81
18971,20,M,186,135
18972,21,M,175,100
18973,23,M,184,99
18974,24,M,174,69
18975,26,M,179,87
18976,27,M,178,79
18977,27,M,191,97
18978,25,F,165,57
18979,28,F,175,59
18980,23,M,190,82
18981,27,M,207,105
18982,26,M,190,89
18983,24,M,187,83
18984,27,F,176,86
18985,25,M,174,74
18986,24,M,183,68
18987,24,M,183,68
18988,24,M,183,68
18989,28,F,180,67
18990,25,M,210,110
18991,31,M,195,92
18992,20,M,173,75
18993,25,F,188,83
18994,33,F,173,63
18995,24,F,157,69
18996,22,F,182,90
18997,20,M,175,62
18998,20,M,193,82
18999,23,M,176,70
19000,21,M,175,70
19001,28,M,182,82
19002,26,M,182,67
19003,22,M,182,90
19004,25,M,187,97
19005,21,F,173,59
19006,19,M,158,52
19007,24,M,176,75
19008,25,M,178,78
19009,24,M,179,74
19010,26,M,180,72
19011,16,F,148,40
19012,16,F,148,40
19013,24,M,182,90
19014,21,M,170,62
19015,28,M,170,70
19016,25,M,185,81
19017,19,M,172,74
19018,23,M,173,65
19019,25,M,170,63
19020,20,M,184,75
19021,26,M,178,89
19022,24,M,170,73
19023,19,M,185,74
19024,25,M,176,69
19025,25,M,193,93
19026,40,M,162,68
19027,25,M,198,87
19028,22,M,172,78
19029,20,M,174,70
19030,23,F,176,65
19031,32,F,174,73
19032,30,F,172,53
19033,30,M,187,72
19034,23,F,172,68
19035,23,F,172,68
19036,23,F,172,68
19037,28,M,186,93
19038,24,M,180,82
19039,25,M,191,118
19040,29,M,190,101
19041,21,F,167,62
19042,21,F,167,62
19043,22,M,192,91
19044,24,M,178,73
19045,24,M,178,73
19046,24,M,178,73
19047,24,M,175,58
19048,24,F,180,78
19049,26,F,154,49
19050,22,F,179,75
19051,23,M,204,96
19052,28,M,174,74
19053,20,F,180,74
19054,20,F,180,79
19055,24,M,187,76
19056,20,F,165,62
19057,27,M,194,93
19058,27,F,165,52
19059,27,F,165,52
19060,23,M,185,81
19061,27,M,,82
19062,27,F,170,56
19063,27,F,170,56
19064,23,M,176,72
19065,26,M,168,57
19066,21,F,183,78
19067,22,M,188,70
19068,22,M,188,70
19069,24,M,193,89
19070,26,M,193,84
19071,20,F,180,78
19072,22,F,157,56
19073,22,M,185,80
19074,24,M,177,90
19075,24,M,183,95
19076,29,M,159,52
19077,22,M,184,79
19078,29,M,189,85
19079,22,M,193,83
19080,29,M,186,80
19081,26,F,173,59
19082,26,F,173,59
19083,24,M,187,80
19084,22,M,193,90
19085,24,M,180,79
19086,23,M,188,90
19087,28,M,178,76
19088,34,M,183,90
19089,23,M,180,79
19090,24,M,171,67
19091,25,M,195,90
19092,25,M,170,72
19093,20,M,189,80
19094,20,M,189,80
19095,23,M,188,130
19096,23,M,178,75
19097,22,F,155,42
19098,23,F,183,70
19099,24,M,188,88
19100,24,M,164,83
19101,23,M,179,72
19102,25,F,183,79
19103,23,F,180,83
19104,26,M,195,88
19105,27,F,165,58
19106,29,M,194,87
19107,29,M,194,87
19108,25,M,196,90
19109,28,M,191,77
19110,35,M,178,78
19111,29,M,179,69
19112,29,M,170,56
19113,21,M,183,86
19114,22,M,178,74
19115,21,M,181,82
19116,22,M,184,78
19117,22,M,184,78
19118,28,M,175,59
19119,22,M,170,64
19120,21,F,164,64
19121,27,F,157,46
19122,23,M,185,79
19123,30,M,185,116
19124,19,M,185,72
19125,22,M,188,95
19126,27,M,187,89
19127,25,M,185,80
19128,20,F,157,53
19129,25,M,189,83
19130,28,M,185,82
19131,27,M,188,79
19132,27,F,171,59
19133,27,F,171,59
19134,24,F,170,51
19135,19,F,170,60
19136,19,F,170,60
19137,28,M,178,72
19138,25,M,185,78
19139,22,M,189,86
19140,23,M,195,99
19141,23,M,180,73
19142,19,M,,
19143,15,F,153,43
19144,28,M,180,86
19145,18,M,200,95
19146,26,F,169,64
19147,27,M,189,120
19148,24,M,180,76
19149,25,M,203,93
19150,26,F,166,80
19151,29,M,183,80
19152,29,M,183,80
19153,24,F,174,65
19154,23,F,168,63
19155,20,M,160,48
19156,30,M,195,89
19157,23,M,191,87
19158,31,M,184,88
19159,27,M,176,76
19160,21,F,183,78
19161,27,M,180,70
19162,25,M,171,72
19163,25,M,171,72
19164,25,M,171,72
19165,24,M,187,82
19166,22,M,177,72
19167,28,M,180,71
19168,28,F,172,74
19169,19,M,176,95
19170,22,M,179,74
19171,25,F,178,71
19172,23,M,178,82
19173,22,F,180,79
19174,22,M,167,68
19175,22,M,167,68
19176,20,F,170,62
19177,21,M,190,67
19178,19,M,184,79
19179,24,F,170,62
19180,24,F,170,62
19181,24,F,170,62
19182,26,M,174,70
19183,22,M,198,96
19184,22,M,198,96
19185,27,F,170,58
19186,23,F,159,59
19187,23,F,159,59
19188,23,F,180,67
19189,22,M,175,71
19190,22,M,180,73
19191,23,M,180,84
19192,21,M,175,67
19193,26,M,194,88
19194,27,M,195,89
19195,49,M,190,95
19196,21,M,180,77
19197,21,M,180,77
19198,25,M,203,93
19199,25,M,200,100
19200,24,F,157,51
19201,18,M,198,85
19202,26,M,185,63
19203,24,M,200,89
19204,20,M,180,76
19205,27,M,183,82
19206,27,F,167,55
19207,32,M,179,74
19208,24,F,170,57
19209,36,F,176,64
19210,21,M,182,83
19211,21,M,182,83
19212,27,M,177,68
19213,26,M,204,96
19214,25,M,177,81
19215,24,M,190,89
19216,24,M,193,89
19217,19,M,165,51
19218,24,M,170,60
19219,22,M,180,72
19220,21,M,183,82
19221,21,M,183,82
19222,21,M,183,82
19223,28,M,183,79
19224,30,M,183,110
19225,27,M,183,86
19226,27,F,178,59
19227,22,F,152,44
19228,24,M,180,70
19229,23,M,189,127
19230,20,M,170,57
19231,26,M,182,75
19232,21,F,175,60
19233,21,F,175,60
19234,21,F,175,60
19235,22,M,193,88
19236,28,M,176,70
19237,20,M,191,87
19238,20,M,191,87
19239,30,M,175,84
19240,30,M,178,82
19241,21,F,177,75
19242,27,F,170,60
19243,21,F,172,68
19244,25,F,165,58
19245,25,F,165,58
19246,25,F,165,58
19247,32,F,157,58
19248,21,F,181,81
19249,26,M,156,60
19250,21,F,158,44
19251,21,F,205,104
19252,20,F,172,67
19253,21,M,185,85
19254,23,M,180,73
19255,26,F,188,64
19256,25,F,168,60
19257,18,F,166,61
19258,27,M,198,89
19259,23,M,184,115
19260,30,M,170,75
19261,20,M,178,72
19262,25,M,179,100
19263,27,F,170,59
19264,25,M,196,85
19265,24,M,193,93
19266,26,M,179,72
19267,19,M,174,70
19268,19,M,174,70
19269,27,M,175,54
19270,27,M,175,54
19271,18,F,175,63
19272,18,F,175,63
19273,22,F,172,62
19274,20,M,181,78
19275,21,F,166,58
19276,21,M,185,78
19277,26,M,165,58
19278,26,M,165,58
19279,26,M,186,78
19280,26,M,185,72
19281,24,F,170,57
19282,36,M,170,76
19283,29,M,182,84
19284,27,F,179,78
19285,22,F,174,66
19286,21,F,162,50
19287,22,M,179,85
19288,25,M,176,58
19289,27,M,188,86
19290,26,F,170,61
19291,23,M,186,69
19292,26,M,187,92
19293,28,M,180,72
19294,26,F,174,64
19295,21,F,170,60
19296,23,M,184,87
19297,21,F,175,58
19298,27,M,187,89
19299,21,M,187,74
19300,26,M,178,67
19301,24,M,175,72
19302,23,F,166,59
19303,21,M,185,80
19304,24,F,185,74
19305,15,F,143,36
19306,21,M,178,68
19307,47,M,147,41
19308,22,M,165,66
19309,22,M,165,66
19310,23,M,179,74
19311,32,M,197,95
19312,30,M,187,82
19313,27,M,182,78
19314,25,M,189,83
19315,25,M,192,98
19316,27,M,183,70
19317,28,F,165,52
19318,24,M,179,84
19319,31,M,198,125
19320,20,M,175,76
19321,26,M,193,92
19322,24,F,172,67
19323,20,M,178,71
19324,34,M,180,66
19325,22,M,155,57
19326,28,M,182,87
19327,20,M,188,87
19328,20,M,188,87
19329,20,M,188,87
19330,40,F,170,59
19331,26,F,180,66
19332,30,M,205,89
19333,21,M,194,82
19334,20,F,185,70
19335,20,F,185,70
19336,25,M,180,73
19337,20,F,166,54
19338,18,M,182,84
19339,20,M,181,77
19340,19,M,187,84
19341,24,M,180,64
19342,24,M,163,75
19343,52,F,163,65
19344,22,F,170,86
19345,30,F,170,67
19346,22,M,176,73
19347,23,M,189,91
19348,26,M,155,53
19349,21,F,178,80
19350,21,M,180,74
19351,21,M,180,74
19352,22,M,176,64
19353,21,M,165,68
19354,19,F,165,54
19355,24,F,174,73
19356,25,M,181,72
19357,24,M,195,94
19358,33,M,186,150
19359,23,M,198,92
19360,22,F,203,62
19361,28,M,186,81
19362,23,M,175,72
19363,27,F,168,55
19364,28,M,193,86
19365,26,M,178,86
19366,26,M,185,85
19367,28,F,163,58
19368,25,M,183,75
19369,22,M,170,68
19370,20,M,180,84
19371,24,M,196,95
19372,26,M,173,90
19373,20,M,174,68
19374,27,M,180,78
19375,27,M,187,80
19376,15,F,153,41
19377,26,M,183,72
19378,29,M,198,89
19379,24,M,187,95
19380,21,F,179,70
19381,23,F,177,67
19382,26,M,188,82
19383,21,M,183,77
19384,20,M,168,60
19385,22,M,198,94
19386,21,M,185,82
19387,20,F,175,68
19388,26,F,175,63
19389,22,M,174,65
19390,23,F,165,58
19391,23,F,165,58
19392,23,F,165,58
19393,32,M,186,85
19394,20,M,179,73
19395,25,M,183,85
19396,25,M,184,90
19397,22,F,162,50
19398,29,M,190,95
19399,28,M,194,90
19400,25,M,160,50
19401,24,M,177,70
19402,26,M,170,66
19403,29,M,180,75
19404,22,F,180,72
19405,22,F,180,72
19406,22,F,180,72
19407,22,F,180,72
19408,28,M,198,93
19409,22,F,176,70
19410,25,M,181,72
19411,22,M,183,98
19412,26,M,179,78
19413,23,F,170,67
19414,28,M,184,85
19415,24,M,194,83
19416,30,M,193,95
19417,30,M,163,57
19418,31,M,178,66
19419,22,M,179,70
19420,26,M,196,87
19421,26,M,190,87
19422,22,M,190,77
19423,22,M,190,77
19424,21,M,187,83
19425,23,F,169,56
19426,21,M,213,109
19427,21,M,187,80
19428,21,M,187,80
19429,36,M,187,75
19430,36,M,187,75
19431,19,M,182,79
19432,32,M,179,85
19433,32,M,179,85
19434,32,M,179,85
19435,29,M,199,92
19436,29,M,175,73
19437,22,M,173,63
19438,25,M,183,84
19439,17,F,168,61
19440,27,M,183,77
19441,22,M,185,80
19442,27,M,181,77
19443,33,M,187,90
19444,28,M,183,83
19445,28,M,183,83
19446,23,F,178,65
19447,27,F,184,75
19448,27,F,177,81
19449,22,M,195,84
19450,24,M,190,85
19451,46,M,171,73
19452,21,M,183,76
19453,28,M,195,99
19454,29,M,187,84
19455,24,M,193,86
19456,25,M,190,84
19457,25,F,180,74
19458,28,M,176,67
19459,38,F,172,68
19460,21,M,186,87
19461,26,M,178,73
19462,21,M,183,79
19463,26,M,175,90
19464,27,M,175,78
19465,26,M,179,94
19466,29,M,181,86
19467,23,M,184,78
19468,28,M,190,95
19469,25,M,173,63
19470,21,F,163,43
19471,18,F,180,63
19472,22,M,190,81
19473,25,M,185,73
19474,25,M,185,73
19475,25,M,185,73
19476,20,F,165,47
19477,22,M,180,74
19478,25,M,175,70
19479,20,F,177,70
19480,23,M,173,70
19481,17,F,167,59
19482,25,F,167,54
19483,23,M,174,68
19484,23,M,174,68
19485,23,M,174,68
19486,23,M,174,68
19487,26,F,167,64
19488,24,M,177,81
19489,24,M,187,79
19490,30,M,190,100
19491,26,F,170,67
19492,25,M,185,82
19493,20,M,,
19494,29,M,172,73
19495,38,M,175,78
19496,22,M,189,82
19497,31,M,178,70
19498,26,M,178,71
19499,27,F,170,59
19500,21,M,176,67
19501,21,M,176,67
19502,20,M,174,48
19503,23,M,186,75
19504,32,M,175,64
19505,32,M,175,64
19506,39,M,178,76
19507,24,M,183,93
19508,17,M,193,89
19509,22,M,184,78
19510,20,M,178,70
19511,20,M,178,70
19512,25,M,178,74
19513,24,M,185,88
19514,26,M,175,70
19515,31,F,186,77
19516,26,F,162,55
19517,22,M,177,70
19518,26,M,195,87
19519,23,M,188,68
19520,19,F,172,73
19521,31,M,180,75
19522,24,F,170,57
19523,18,F,156,44
19524,29,M,175,100
19525,23,M,183,78
19526,22,M,160,67.5
19527,20,M,201,88
19528,20,M,201,88
19529,20,M,201,88
19530,20,M,201,88
19531,30,M,170,55
19532,26,M,183,62
19533,25,F,169,65
19534,21,F,178,65
19535,21,M,182,70
19536,26,M,188,85
19537,25,M,173,75
19538,21,M,179,72
19539,21,M,178,74
19540,27,M,162,58
19541,27,M,162,58
19542,27,M,162,58
19543,27,M,162,58
19544,27,M,162,58
19545,24,M,175,70
19546,24,M,175,70
19547,29,M,175,64
19548,19,F,160,54
19549,22,M,184,95
19550,26,M,188,78
19551,20,F,177,70
19552,27,F,165,55
19553,26,F,166,60
19554,30,M,188,95
19555,46,F,170,55
19556,21,F,159,52
19557,23,M,169,65
19558,25,M,186,83
19559,25,M,160,50
19560,21,F,167,73
19561,30,F,170,63
19562,27,M,182,77
19563,32,F,163,54
19564,32,F,163,54
19565,26,M,189,87
19566,15,F,183,60
19567,15,F,183,60
19568,25,M,190,90
19569,19,M,182,95
19570,18,M,183,77
19571,24,M,165,64
19572,20,F,176,59
19573,21,M,183,73
19574,21,F,165,65
19575,23,F,178,67
19576,20,M,183,77
19577,20,M,183,77
19578,20,M,183,77
19579,20,M,183,77
19580,21,M,179,70
19581,26,M,190,94
19582,28,M,180,65
19583,23,M,187,80
19584,20,M,178,70
19585,20,M,178,70
19586,34,M,167,70
19587,25,F,181,69
19588,25,F,181,69
19589,22,F,169,58
19590,22,F,169,58
19591,26,F,168,65
19592,20,M,198,85
19593,23,M,188,84
19594,20,M,186,82
19595,22,F,162,53
19596,32,M,142,50
19597,22,M,177,78
19598,31,M,178,79
19599,20,M,183,75
19600,24,F,172,66
19601,22,M,180,82
19602,26,M,200,102
19603,26,M,170,61
19604,19,F,183,70
19605,25,F,170,59
19606,20,M,186,80
19607,40,M,183,85
19608,40,M,183,85
19609,20,M,192,98
19610,21,M,179,69
19611,22,F,172,66
19612,22,F,172,66
19613,22,F,172,66
19614,22,F,172,66
19615,29,F,165,60
19616,29,F,165,60
19617,18,M,161,51
19618,29,F,,
19619,29,F,,
19620,16,F,154,50
19621,24,M,192,95
19622,21,M,185,81
19623,26,F,174,73
19624,32,M,185,64
19625,32,M,185,64
19626,25,M,183,70
19627,22,M,191,95
19628,26,M,181,89
19629,26,M,181,89
19630,22,M,184,85
19631,27,M,194,89
19632,23,M,190,87
19633,24,M,157,60
19634,21,F,182,72
19635,22,F,170,53
19636,19,F,165,55
19637,19,M,183,81
19638,23,M,177,77
19639,26,M,180,83
19640,15,F,150,38
19641,21,M,166,63
19642,20,M,190,90
19643,24,M,185,83
19644,31,M,172,70
19645,24,F,163,64
19646,27,F,173,61
19647,23,M,182,76
19648,25,M,173,73
19649,26,M,167,65
19650,29,F,195,62
19651,23,F,172,61.5
19652,31,M,188,83
19653,19,F,176,67
19654,21,M,174,74
19655,22,F,155,43
19656,22,F,155,43
19657,33,M,182,70
19658,23,F,172,64
19659,23,M,191,93
19660,26,M,155,48
19661,26,M,186,78
19662,22,M,171,85
19663,24,F,177,65
19664,21,F,159,48
19665,23,M,198,98
19666,23,M,189,89
19667,23,M,179,70
19668,17,F,155,51
19669,19,M,190,82
19670,19,M,190,82
19671,20,F,176,59
19672,20,F,176,59
19673,22,M,184,72
19674,22,M,184,72
19675,27,M,178,83
19676,25,F,168,60
19677,36,M,159,49
19678,25,M,184,73
19679,22,M,183,75
19680,32,F,174,62
19681,23,M,170,64
19682,20,F,164,57
19683,20,F,180,68
19684,23,F,168,55
19685,27,F,162,57
19686,27,F,162,57
19687,24,M,192,86
19688,30,F,165,59
19689,21,F,180,72
19690,22,M,205,91
19691,23,M,180,116
19692,23,M,164,62
19693,21,M,194,85
19694,21,M,194,85
19695,22,M,177,75
19696,22,M,177,75
19697,23,M,175,77
19698,16,F,180,63
19699,16,F,180,63
19700,16,F,180,63
19701,24,F,153,45
19702,24,F,153,45
19703,23,M,160,57
19704,26,F,170,57
19705,26,M,184,67
19706,20,M,180,73
19707,21,M,198,90
19708,22,M,180,80
19709,24,M,186,77
19710,22,F,178,70
19711,22,M,170,64
19712,29,M,194,95
19713,29,M,173,83
19714,25,M,188,79
19715,23,F,170,64
19716,29,M,156,53
19717,29,M,156,53
19718,26,M,175,75
19719,27,M,190,96
19720,48,M,164,59
19721,27,M,183,73
19722,22,M,181,85
19723,22,F,174,68
19724,31,M,201,100
19725,26,M,176,70
19726,26,M,176,70
19727,26,M,176,70
19728,24,M,180,84
19729,20,M,185,77
19730,21,M,190,75
19731,27,F,175,75
19732,18,M,182,77
19733,29,M,183,79
19734,20,M,175,65
19735,21,M,180,80
19736,24,M,180,80
19737,32,M,183,91
19738,24,M,182,81
19739,25,M,168,54
19740,19,M,170,60
19741,28,M,182,90
19742,28,M,182,90
19743,27,M,162,57
19744,22,M,176,80
19745,24,M,183,73
19746,26,M,190,90
19747,25,F,170,56
19748,18,F,174,65
19749,21,F,170,62
19750,18,F,164,55
19751,22,F,178,65
19752,19,M,172,60
19753,22,F,164,54
19754,26,M,163,52
19755,22,F,165,62
19756,25,F,160,52
19757,26,M,165,57
19758,22,M,169,62
19759,21,F,202,110
19760,21,M,172,62
19761,21,F,163,51
19762,21,M,185,91
19763,23,M,190,86
19764,31,F,170,60
19765,30,M,190,100
19766,25,M,183,74
19767,25,M,183,74
19768,28,F,176,68.5
19769,28,F,176,68.5
19770,28,F,176,68.5
19771,28,F,176,68.5
19772,26,M,180,73
19773,21,M,168,61
