athleteID,age,sex,height,weight
6599,21,M,176,
6600,19,F,,
6601,25,M,,
6602,37,M,172,62
6603,18,M,170,
6604,21,M,167,
6605,21,M,167,
6606,24,M,,
6607,26,M,188,92
6608,26,M,170,
6609,22,M,183,
6610,25,M,,
6611,25,M,,
6612,25,M,,
6613,25,M,,
6614,33,M,,
6615,24,M,170,
6616,25,M,179,81
6617,20,M,,
6618,30,M,167,
6619,50,M,,
6620,27,M,,
6621,32,M,167,66.5
6622,33,M,170,
6623,33,M,170,
6624,28,M,,
6625,33,M,,
6626,33,M,,
6627,29,M,180,
6628,42,M,,
6629,42,M,,
6630,22,M,173,
6631,58,M,,
6632,34,M,182,97.5
6633,30,F,,
6634,17,F,,
6635,21,M,,
6636,25,M,167,
6637,25,M,170,104
6638,31,M,,
6639,26,M,,
6640,29,M,167,
6641,22,M,,
6642,23,M,185,75
6643,26,M,180,
6644,15,F,,
6645,24,M,178,74
6646,27,M,167,
6647,34,M,,
6648,23,M,,
6649,23,M,,
6650,23,M,,
6651,24,M,,
6652,20,M,165,
6653,18,F,162,50
6654,24,M,,
6655,37,M,,
6656,26,M,,
6657,21,F,,
6658,24,M,170,
6659,21,M,,
6660,24,M,190,92
6661,25,F,,
6662,27,M,170,
6663,26,M,180,
6664,20,M,165,
6665,47,M,,
6666,29,M,173,65
6667,29,M,173,65
6668,22,M,,
6669,21,M,170,
6670,19,M,163,
6671,23,M,190,77
6672,22,M,188,77
6673,22,M,168,
6674,44,M,,
6675,23,M,185,
6676,24,M,172,64
6677,24,M,172,64
6678,24,M,172,64
6679,24,M,172,64
6680,23,M,180,99
6681,22,M,180,
6682,23,M,,
6683,16,M,165,
6684,22,M,,
6685,28,M,189,92
6686,27,M,,
6687,22,M,,
6688,30,M,,
6689,30,M,,
6690,20,M,,
6691,34,M,,
6692,24,M,,
6693,20,M,188,
6694,26,M,167,
6695,26,M,167,
6696,37,M,,
6697,22,M,193,108
6698,21,M,,
6699,21,M,,
6700,27,M,,
6701,31,M,,
6702,,M,,
6703,20,F,172,61
6704,23,M,180,75
6705,21,M,190,91
6706,,M,170,
6707,21,M,170,
6708,24,M,183,84
6709,28,M,,
6710,33,M,178,83
6711,24,M,150,59
6712,24,M,150,59
6713,25,M,191,95
6714,25,M,191,95
6715,22,M,,
6716,42,M,,
6717,23,M,,71
6718,23,M,,
6719,23,M,,
6720,23,M,,
6721,30,M,,
6722,28,M,,
6723,20,M,170,
6724,29,M,152,
6725,23,M,,
6726,26,M,,
6727,26,M,,
6728,23,M,,
6729,28,M,170,
6730,33,M,,
6731,41,M,,
6732,19,M,,
6733,42,M,,
6734,27,M,,
6735,21,M,163,51
6736,37,M,,
6737,21,F,159,48
6738,21,F,159,48
6739,21,M,,
6740,24,M,,
6741,58,M,,
6742,22,M,173,
6743,25,M,,
6744,26,M,172,65
6745,25,M,,
6746,21,M,,
6747,29,M,,59
6748,28,M,180,75
6749,33,M,,
6750,21,M,185,
6751,23,M,185,
6752,24,M,,
6753,42,M,,
6754,23,M,182,
6755,23,M,178,
6756,,M,,
6757,29,M,185,75
6758,17,M,,
6759,17,M,,
6760,21,M,,69
6761,35,M,167,
6762,25,M,,
6763,24,M,,
6764,31,M,,
6765,31,M,,
6766,25,M,186,74
6767,22,M,187,80
6768,24,M,167,
6769,33,M,171,59
6770,23,M,170,65
6771,23,M,170,65
6772,23,M,171,68
6773,26,M,,
6774,21,M,188,82
6775,20,M,,
6776,28,M,,
6777,25,M,,
6778,49,M,,
6779,49,M,,
6780,22,M,162,61
6781,33,M,183,
6782,24,M,188,89
6783,24,M,,
6784,30,M,,
6785,24,M,193,
6786,24,M,193,
6787,34,M,,
6788,22,M,183,68
6789,25,M,,
6790,25,F,161,
6791,20,M,173,
6792,24,M,,
6793,31,M,,
6794,24,M,173,
6795,26,F,170,
6796,19,M,,
6797,26,M,183,
6798,20,F,,
6799,27,M,172,68
6800,27,M,172,68
6801,22,F,182,68
6802,22,F,182,68
6803,28,M,,
6804,28,M,,
6805,23,M,,
6806,20,F,166,72
6807,21,F,174,60
6808,19,M,173,
6809,33,M,,
6810,56,M,,
6811,21,M,185,
6812,24,M,176,71
6813,17,F,173,60
6814,22,M,,
6815,36,M,,
6816,51,M,,
6817,24,M,178,
6818,19,M,,
6819,24,M,178,66
6820,24,M,178,66
6821,24,M,178,66
6822,22,M,182,
6823,,M,,
6824,26,M,177,90
6825,27,M,,
6826,17,M,,
6827,33,M,,
6828,28,M,,
6829,22,M,178,68
6830,29,M,170,73
6831,18,M,,
6832,54,M,,
6833,17,M,,
6834,20,M,165,55
6835,24,M,195,92
6836,26,M,160,
6837,25,M,,
6838,22,M,,
6839,25,M,,
6840,21,M,,
6841,26,M,,
6842,26,M,,
6843,37,M,,
6844,20,M,,
6845,24,M,,
6846,27,M,,
6847,23,M,191,79
6848,23,M,168,68
6849,34,M,172,
6850,27,M,,
6851,29,M,,
6852,31,M,188,84
6853,24,M,180,
6854,29,M,,
6855,46,M,,
6856,19,M,,
6857,19,M,,
6858,25,M,180,71
6859,21,M,,
6860,26,M,174,65
6861,25,M,,
6862,26,M,,
6863,29,M,,
6864,29,M,,
6865,23,M,,
6866,30,M,,
6867,30,M,,
6868,26,F,,
6869,22,M,169,66
6870,31,M,180,
6871,31,M,180,
6872,31,M,180,
6873,31,M,180,
6874,26,M,178,68
6875,24,M,,
6876,26,M,186,87
6877,23,M,,
6878,27,M,,
6879,33,M,173,
6880,21,M,,
6881,22,M,,
6882,17,F,,
6883,30,M,170,
6884,23,M,,
6885,28,M,169,63
6886,28,M,,
6887,29,M,,
6888,34,M,,
6889,34,M,,
6890,24,M,,
6891,27,M,,
6892,30,M,,
6893,24,M,,
6894,37,M,,
6895,23,M,,
6896,26,M,,
6897,22,M,,
6898,25,M,,
6899,20,M,180,79
6900,27,M,,
6901,25,M,,
6902,25,M,,
6903,22,M,169,70
6904,19,M,,
6905,32,M,,
6906,28,M,,
6907,30,M,,
6908,32,M,,
6909,20,M,193,86
6910,22,M,,
6911,18,M,,
6912,21,F,163,50
6913,26,M,180,97
6914,35,M,,
6915,28,M,,
6916,34,M,,
6917,33,M,,
6918,23,M,,
6919,23,M,,
6920,31,M,168,
6921,24,M,,
6922,31,M,178,81
6923,23,M,,
6924,24,M,,
6925,25,M,,
6926,25,M,168,
6927,37,M,,
6928,25,M,,
6929,23,M,,
6930,29,M,,
6931,24,M,,
6932,36,M,,
6933,23,M,176,67
6934,28,M,,
6935,20,F,,
6936,25,M,,
6937,22,M,,
6938,27,M,,
6939,27,M,,
6940,28,M,185,
6941,23,F,,
6942,23,F,,
6943,21,M,183,70
6944,21,M,183,70
6945,27,M,,
6946,23,M,,
6947,26,M,,
6948,24,M,,
6949,24,M,,
6950,26,M,,
6951,42,M,170,
6952,20,M,,
6953,27,F,,
6954,19,F,177,63
6955,20,M,,
6956,29,M,,
6957,22,M,178,64
6958,22,M,180,70
6959,23,F,,
6960,25,M,,
6961,20,F,,
6962,23,M,175,55
6963,25,M,174,72
6964,23,M,,
6965,23,M,190,102
6966,22,M,,
6967,40,M,180,
6968,40,M,180,
6969,19,M,,
6970,21,M,,
6971,44,M,165,
6972,21,M,,
6973,41,M,,
6974,22,M,168,67
6975,30,M,169,
6976,23,M,191,
6977,25,M,188,
6978,20,M,,
6979,20,M,,
6980,20,M,,
6981,20,M,,
6982,24,M,,
6983,24,M,,
6984,24,M,,
6985,27,M,,
6986,31,M,,
6987,23,M,188,84
6988,36,M,,
6989,15,F,152,
6990,46,M,,
6991,29,M,,
6992,31,M,170,
6993,31,M,170,
6994,26,M,,
6995,38,M,,
6996,28,M,,
6997,21,F,,
6998,21,F,166,58
6999,22,M,,
7000,22,M,,
7001,21,F,,
7002,26,M,178,70
7003,19,M,,
7004,25,M,,
7005,24,M,,86
7006,21,M,,
7007,25,M,,
7008,21,M,178,72
7009,33,M,,
7010,28,M,,
7011,21,M,,
7012,31,M,,
7013,36,M,,
7014,33,M,,
7015,35,M,,
7016,22,M,,
7017,23,M,,
7018,22,M,,
7019,26,M,,
7020,25,M,,
7021,17,M,,
7022,49,M,,
7023,31,M,,
7024,25,M,,
7025,24,M,,
7026,26,F,,
7027,32,M,173,
7028,18,F,163,
7029,34,M,,
7030,20,M,,
7031,28,M,,81
7032,21,M,,
7033,33,M,,
7034,22,M,,
7035,37,M,180,
7036,39,M,187,
7037,39,M,,
7038,21,F,,
7039,17,F,,
7040,21,M,174,60
7041,25,M,,
7042,20,M,,
7043,23,M,,
7044,35,M,,
7045,22,M,165,54
7046,22,M,,
7047,30,M,,
7048,30,M,,
7049,39,M,,
7050,24,M,193,110
7051,17,F,,
7052,72,M,,
7053,49,M,,
7054,43,F,,
7055,44,M,,
7056,22,M,186,100
7057,21,M,,
7058,28,M,176,64
7059,35,M,,
7060,38,M,,
7061,24,M,147,
7062,27,M,,
7063,33,M,,
7064,33,M,,
7065,33,M,,
7066,23,M,,
7067,19,M,,75
7068,29,F,,
7069,23,M,,
7070,28,M,,
7071,38,M,,72
7072,25,M,,
7073,28,M,183,
7074,25,M,,
7075,27,M,,
7076,19,M,,
7077,24,M,,
7078,30,M,,
7079,23,M,175,65
7080,24,M,183,
7081,45,M,,
7082,27,M,,
7083,27,M,,
7084,28,M,,67
7085,19,M,,
7086,30,M,,
7087,27,M,182,77
7088,23,M,178,68
7089,17,M,,
7090,24,F,168,66
7091,25,M,,
7092,22,F,,
7093,25,M,172,71
7094,25,M,203,84
7095,30,M,165,63
7096,31,M,,
7097,37,M,,
7098,23,M,,
7099,17,F,,
7100,19,M,,
7101,27,M,,
7102,27,M,,
7103,27,M,,
7104,27,M,,
7105,27,M,,
7106,27,M,,
7107,27,M,,
7108,28,F,,
7109,23,M,,
7110,25,M,170,68
7111,25,M,,
7112,29,M,,
7113,29,M,185,
7114,21,M,,
7115,21,M,,
7116,24,M,,
7117,23,M,182,
7118,27,M,,
7119,27,M,,
7120,24,M,,
7121,26,M,185,74
7122,31,M,,
7123,27,M,173,
7124,31,M,200,
7125,31,M,200,
7126,31,M,200,
7127,40,M,,
7128,24,F,,
7129,23,M,,
7130,27,M,,
7131,18,M,,
7132,18,M,,
7133,19,M,,
7134,26,M,177,78
7135,26,M,177,78
7136,52,M,,
7137,52,M,,
7138,13,F,,
7139,28,M,185,79
7140,29,M,178,70
7141,48,M,,
7142,20,M,,
7143,22,M,,
7144,23,M,184,78
7145,24,M,,
7146,22,M,,
7147,22,M,,
7148,35,M,,
7149,38,M,,
7150,18,F,,
7151,21,M,,
7152,24,M,,
7153,35,M,,
7154,21,M,,
7155,24,M,,
7156,28,M,167,
7157,34,M,,
7158,23,M,,
7159,27,M,,
7160,25,M,,
7161,18,M,,
7162,28,M,,
7163,28,M,,
7164,28,M,,
7165,21,M,180,76
7166,27,M,,
7167,27,M,155,
7168,19,F,,
7169,23,M,175,62
7170,25,M,,
7171,18,M,,
7172,27,M,,
7173,27,M,,
7174,21,M,,
7175,23,M,,
7176,23,M,,
7177,23,M,177,60
7178,22,M,,
7179,22,M,174,62
7180,26,M,188,75
7181,39,M,,
7182,34,M,168,58
7183,21,M,,
7184,29,M,,
7185,29,M,,
7186,26,M,,
7187,36,M,180,
7188,23,M,,
7189,20,M,,
7190,32,M,,
7191,32,M,,
7192,28,M,179,103
7193,23,F,155,45
7194,15,F,,
7195,23,M,,
7196,26,M,,
7197,23,M,184,72
7198,27,M,,
7199,22,M,,
7200,26,M,,
7201,20,M,,
7202,36,M,,
7203,39,M,,
7204,26,F,167,63
7205,26,M,178,68
7206,40,M,,
7207,27,M,,
7208,27,M,,
7209,23,M,,
7210,21,M,,
7211,24,M,,
7212,23,M,193,
7213,23,M,193,
7214,27,M,,
7215,27,M,,
7216,30,M,185,
7217,26,M,,
7218,20,M,,
7219,27,M,,
7220,26,M,179,75
7221,26,M,188,103
7222,28,M,,82
7223,21,M,,
7224,47,M,,
7225,30,M,,
7226,27,M,,
7227,27,M,,
7228,27,F,,
7229,28,M,,
7230,28,M,,
7231,25,M,,
7232,17,M,,
7233,24,F,,
7234,21,M,,
7235,20,M,195,
7236,24,M,,
7237,20,M,,
7238,15,F,,
7239,27,M,,82
7240,31,F,,
7241,22,M,,
7242,25,M,,
7243,27,M,,74
7244,29,M,176,64
7245,29,M,176,64
7246,21,M,,
7247,23,M,,
7248,23,M,,
7249,17,F,,
7250,17,F,,
7251,,M,173,
7252,28,M,173,65.5
7253,28,M,,67
7254,32,M,,
7255,33,M,,
7256,24,M,,
7257,22,M,191,79
7258,23,M,,
7259,25,M,180,79
7260,24,M,181,70
7261,20,M,,
7262,32,M,,
7263,42,M,,
7264,24,M,,
7265,29,M,,
7266,29,M,,
7267,29,M,,
7268,22,M,,
7269,24,M,,
7270,24,M,,
7271,23,M,,
7272,33,M,,
7273,24,M,163,51
7274,33,M,,
7275,26,F,,
7276,23,M,,
7277,42,M,173,70
7278,23,M,,
7279,45,M,,
7280,25,M,,
7281,27,M,,
7282,27,M,,
7283,30,M,,
7284,28,M,164,59.5
7285,22,M,,
7286,21,M,,
7287,36,M,,
7288,22,M,,
7289,21,F,170,60
7290,34,M,171,70
7291,23,M,,
7292,26,M,,
7293,31,M,,
7294,31,M,,
7295,23,M,,
7296,20,M,,
7297,18,M,,
7298,22,M,,
7299,23,M,,
7300,24,F,,
7301,18,M,178,71
7302,25,M,,
7303,21,M,,79
7304,23,M,,
7305,24,M,,
7306,23,M,,
7307,30,M,,
7308,28,M,,
7309,23,M,,
7310,42,M,,
7311,25,M,,
7312,26,M,188,75
7313,22,F,,
7314,20,M,,
7315,18,M,,
7316,48,M,182,
7317,21,M,,
7318,23,M,,
7319,29,M,167,65
7320,24,M,179,80
7321,22,M,,
7322,29,F,176,72
7323,29,M,,
7324,25,M,,
7325,22,M,,
7326,25,M,,
7327,24,M,,
7328,53,M,,
7329,20,M,,
7330,35,M,,
7331,24,M,,
7332,21,F,166,54
7333,21,M,,
7334,35,M,175,71
7335,24,M,,
7336,22,M,,
7337,25,M,,
7338,33,M,,
7339,22,M,,
7340,22,F,165,56
7341,24,M,180,75
7342,24,M,176,69.5
7343,27,M,,
7344,22,M,,
7345,25,M,,
7346,21,M,180,76
7347,19,M,,
7348,19,M,,
7349,19,M,,
7350,18,F,,
7351,20,M,,
7352,23,M,163,59
7353,23,M,163,59
7354,19,M,,
7355,23,M,,
7356,23,M,,
7357,18,M,,
7358,34,M,,
7359,29,M,,
7360,24,M,,
7361,58,M,,
7362,19,M,,
7363,40,M,,
7364,33,M,180,
7365,27,M,174,64
7366,25,M,174,70
7367,38,M,180,75
7368,30,M,,
7369,20,M,,
7370,23,M,,
7371,30,M,,
7372,23,M,,
7373,23,M,,
7374,35,M,,
7375,34,M,,
7376,20,M,178,74
7377,20,M,172,68
7378,20,M,,
7379,21,F,,
7380,23,M,184,72
7381,32,M,,
7382,22,M,,
7383,24,M,,
7384,18,M,,
7385,26,M,169,61
7386,32,M,,
7387,26,M,200,113
7388,30,M,180,120
7389,37,M,,
7390,23,M,185,73
7391,28,M,173,
7392,20,M,,
7393,28,M,,
7394,28,M,,
7395,28,M,,
7396,28,M,,
7397,28,M,,
7398,20,F,,
7399,22,F,,
7400,22,M,,
7401,27,M,183,
7402,21,M,155,54
7403,19,M,,
7404,23,M,,105
7405,17,M,,
7406,37,M,,
7407,37,M,,
7408,42,M,,
7409,42,M,,
7410,22,M,172,70
7411,21,M,179,76
7412,34,M,,
7413,26,M,,
7414,24,M,,
7415,27,M,167,
7416,27,M,167,
7417,27,M,167,
7418,26,M,,
7419,30,M,,
7420,17,F,,
7421,17,F,,
7422,17,F,,
7423,17,F,,
7424,24,M,,
7425,22,M,,
7426,24,M,,
7427,26,M,,
7428,22,F,172,70
7429,24,M,,
7430,25,F,183,
7431,28,M,,
7432,20,F,,
7433,21,M,,
7434,23,M,185,72
7435,25,F,168,55
7436,21,M,,
7437,21,M,,
7438,21,M,,
7439,29,M,,
7440,30,M,,
7441,25,M,183,70
7442,33,M,,
7443,24,M,,
7444,24,M,,
7445,24,M,,
7446,22,F,,
7447,24,M,183,80
7448,26,M,180,82
7449,26,M,180,82
7450,20,M,,
7451,22,F,,
7452,22,M,,
7453,24,M,,
7454,35,M,,
7455,22,M,,
7456,31,M,,
7457,31,M,,
7458,31,M,170,
7459,22,M,,
7460,23,M,,
7461,23,M,,
7462,22,M,,
7463,29,M,,
7464,22,M,,
7465,34,M,,
7466,27,F,175,82
7467,23,M,183,73
7468,23,M,,
7469,26,M,,
7470,25,M,,
7471,27,M,,
7472,35,M,,
7473,38,M,,
7474,24,M,188,84
7475,21,M,,
7476,22,M,,
7477,23,M,,66
7478,31,M,,
7479,26,M,,
7480,24,F,173,
7481,25,M,171,66
7482,26,M,,
7483,25,M,,
7484,15,F,,
7485,23,M,165,56
7486,21,M,,
7487,30,M,,
7488,16,M,,
7489,21,M,175,75
7490,30,M,185,
7491,28,M,,90
7492,28,M,,90
7493,27,M,,
7494,26,M,170,66
7495,26,M,,
7496,26,M,,
7497,21,M,182,77
7498,25,M,,
7499,16,F,,
7500,28,M,,
7501,26,M,176,61
7502,27,M,173,65.5
7503,51,M,,
7504,28,M,168,58
7505,28,M,,
7506,33,M,,
7507,32,M,,
7508,21,M,182,77
7509,22,M,189,82
7510,16,F,168,52
7511,22,M,172,60
7512,19,M,,
7513,26,M,,
7514,26,M,,
7515,25,F,162,56
7516,24,M,,
7517,20,M,,
7518,27,M,,
7519,19,M,,
7520,20,M,176,80
7521,20,M,176,80
7522,38,M,,
7523,23,M,,
7524,22,M,178,71
7525,22,M,178,71
7526,22,M,178,71
7527,22,M,178,71
7528,25,M,176,
7529,24,F,,
7530,25,M,,
7531,28,M,185,110
7532,28,M,185,110
7533,25,M,,
7534,41,M,,
7535,20,M,187,84
7536,15,M,,
7537,16,F,,
7538,25,M,178,82
7539,20,M,183,86
7540,24,M,,
7541,24,M,,
7542,26,M,,
7543,43,M,,
7544,27,M,,
7545,25,M,,
7546,24,M,180,75
7547,32,M,,
7548,34,M,169,61
7549,22,M,,
7550,25,M,180,73
7551,21,M,,
7552,25,M,,
7553,38,M,,
7554,28,M,,
7555,30,M,,
7556,22,F,,
7557,32,M,,
7558,16,F,,
7559,21,M,185,77
7560,28,M,,
7561,28,M,,
7562,20,M,,
7563,21,F,,
7564,21,F,,
7565,25,M,,
7566,25,M,,
7567,29,M,170,104
7568,21,M,,
7569,19,M,,
7570,21,M,,
7571,19,M,,
7572,21,M,,
7573,22,M,183,79
7574,25,M,178,64
7575,33,M,167,
7576,33,M,167,
7577,29,M,,
7578,24,M,,
7579,29,M,,
7580,27,M,185,75
7581,34,M,,
7582,22,M,,
7583,20,M,175,73
7584,19,F,,
7585,19,F,,
7586,47,M,,
7587,22,M,,
7588,29,M,,
7589,25,M,,
7590,19,M,,
7591,22,M,,
7592,22,M,,
7593,31,M,167,
7594,31,M,167,
7595,21,M,,
7596,35,M,,
7597,21,M,,
7598,24,M,173,70
7599,24,F,167,57
7600,22,M,186,77
7601,22,F,162,50
7602,27,M,,
7603,21,M,,
7604,40,M,,
7605,26,M,,
7606,29,F,,
7607,21,M,,
7608,30,M,,
7609,23,M,,
7610,23,M,,
7611,24,M,165,
7612,13,F,,
7613,22,M,,
7614,22,M,,
7615,32,M,,75
7616,28,M,,
7617,28,M,,
7618,35,F,,
7619,45,M,,
7620,33,M,181,66
7621,43,M,,
7622,25,M,,
7623,27,M,185,
7624,28,M,172,64
7625,20,M,172,74
7626,23,M,,
7627,29,M,,
7628,26,M,180,
7629,23,M,,
7630,36,M,,
7631,30,M,,
7632,26,M,,
7633,27,M,,
7634,26,M,,
7635,23,M,,
7636,32,M,189,92
7637,25,M,,
7638,26,M,,
7639,26,M,,
7640,22,M,,
7641,39,M,,
7642,26,M,205,86
7643,23,M,,
7644,23,F,,
7645,14,F,,
7646,26,M,,
7647,26,M,,
7648,20,M,,
7649,26,M,,
7650,25,M,,
7651,24,M,,
7652,28,M,,
7653,39,M,168,59
7654,24,M,,
7655,24,M,,
7656,24,M,,
7657,24,M,,
7658,24,M,,
7659,21,M,,
7660,23,M,,
7661,29,M,,
7662,26,M,,
7663,25,M,,
7664,23,M,,
7665,22,M,,
7666,18,F,,
7667,16,F,,
7668,23,M,,
7669,26,M,,
7670,19,M,,63
7671,24,M,180,81
7672,27,M,183,77
7673,26,M,,
7674,26,M,183,
7675,34,M,167,62
7676,24,M,,
7677,25,M,170,
7678,25,M,,
7679,19,M,,
7680,22,M,,
7681,27,M,,71
7682,23,F,,
7683,20,M,,60
7684,25,M,,
7685,21,M,170,60
7686,40,M,,
7687,30,M,,
7688,12,F,,
7689,26,M,,
7690,17,M,,
7691,27,M,,
7692,19,M,,
7693,24,M,,
7694,24,M,,
7695,25,M,,
7696,27,M,,
7697,30,M,,
7698,30,M,,
7699,21,M,,
7700,18,F,182,70
7701,18,F,182,70
7702,23,M,,
7703,23,F,177,67
7704,26,M,,
7705,42,M,,
7706,21,M,,
7707,23,M,178,77
7708,25,M,184,91
7709,25,M,184,91
7710,29,M,,
7711,17,M,,
7712,23,M,,
7713,24,M,,
7714,29,M,,
7715,23,M,,
7716,34,M,,
7717,30,M,,
7718,30,M,,
7719,26,M,,
7720,24,M,,
7721,37,M,,
7722,21,M,,
7723,19,M,,
7724,48,M,,
7725,24,M,170,66.5
7726,44,M,,
7727,25,M,,
7728,22,M,,
7729,22,M,188,79
7730,28,M,,
7731,28,M,,
7732,20,M,,
7733,23,M,171,62
7734,23,M,171,62
7735,23,M,,
7736,26,M,,
7737,27,M,182,
7738,22,M,,
7739,21,M,,
7740,27,M,,
7741,20,F,167,53
7742,18,M,,
7743,21,M,,
7744,25,M,,69
7745,38,M,178,
7746,21,M,,
7747,32,M,,
7748,32,M,,
7749,21,M,175,74
7750,35,M,,
7751,19,M,188,73
7752,24,M,,
7753,22,M,,
7754,23,M,184,88
7755,21,F,,
7756,29,F,,
7757,22,M,188,75
7758,21,M,,
7759,28,M,177,66
7760,24,M,,
7761,24,M,,
7762,28,M,187,88
7763,28,M,187,88
7764,26,M,162,61
7765,25,M,180,78
7766,17,M,,
7767,17,M,,
7768,33,M,,
7769,20,F,,
7770,20,M,,
7771,22,M,,
7772,19,M,,
7773,22,M,,
7774,25,M,,
7775,49,M,,
7776,37,M,,
7777,20,M,,
7778,20,M,,
7779,20,M,,
7780,34,M,,
7781,27,M,,
7782,12,M,,37
7783,12,M,,37
7784,24,M,174,73
7785,24,M,186,82
7786,23,F,,
7787,28,M,,
7788,24,F,,
7789,28,M,,
7790,26,M,,
7791,27,M,,
7792,23,M,,
7793,23,M,185,76
7794,20,F,,
7795,21,M,,
7796,23,M,,
7797,22,M,,
7798,26,M,,
7799,26,M,,
7800,26,M,,
7801,26,M,,
7802,36,M,,
7803,28,M,,
7804,37,M,,
7805,35,M,,
7806,23,M,187,70
7807,26,M,,
7808,27,M,,
7809,25,M,,74
7810,16,F,,
7811,29,M,,
7812,22,M,,
7813,24,F,166,72
7814,25,F,174,60
7815,33,M,,
7816,31,M,,
7817,34,M,,
7818,34,M,,
7819,29,M,,
7820,30,M,,
7821,24,M,,
7822,24,M,,
7823,24,M,,
7824,36,M,,
7825,24,M,,
7826,24,M,,
7827,26,M,,
7828,24,M,,
7829,24,M,,
7830,30,M,177,85
7831,23,M,,
7832,23,M,,
7833,23,M,,
7834,29,M,,
7835,27,M,188,79
7836,20,M,,
7837,26,M,180,68
7838,32,M,,
7839,22,M,,
7840,23,M,,
7841,26,M,185,80
7842,28,M,178,
7843,21,M,183,80
7844,18,M,182,54
7845,28,M,,
7846,18,M,,
7847,23,M,,
7848,25,M,178,105
7849,24,M,,
7850,20,M,,
7851,25,M,184,79
7852,21,M,189,75
7853,31,M,178,72
7854,33,M,,
7855,26,M,178,68
7856,26,M,,67
7857,20,M,184,77
7858,21,M,,
7859,21,M,,
7860,31,M,,
7861,23,M,,
7862,29,M,,
7863,28,M,175,64
7864,28,M,175,64
7865,28,M,175,64
7866,28,M,175,64
7867,24,M,,
7868,32,M,,
7869,39,M,170,
7870,19,M,,
7871,23,M,176,64
7872,23,M,,
7873,24,M,,
7874,26,M,177,67
7875,23,M,183,77
7876,28,M,182,70
7877,17,F,,
7878,28,M,,
7879,28,M,,
7880,19,M,,
7881,28,M,,
7882,21,F,,
7883,21,F,,
7884,33,M,,
7885,25,M,,
7886,31,M,,
7887,27,M,,
7888,24,M,,
7889,27,M,187,100
7890,26,M,,
7891,27,M,,
7892,31,M,,
7893,28,F,,
7894,18,M,,
7895,42,M,,
7896,28,M,,
7897,,M,,74
7898,23,M,,
7899,27,M,178,74.5
7900,27,M,178,74.5
7901,23,M,,
7902,24,F,,
7903,,M,,
7904,27,F,,
7905,27,M,,
7906,23,M,,
7907,25,M,,
7908,28,M,,
7909,21,M,,
7910,27,M,188,84
7911,25,M,198,91
7912,24,F,,
7913,28,M,183,78
7914,27,M,,
7915,20,M,,
7916,42,M,,
7917,22,M,,
7918,33,F,161,68
7919,27,M,,
7920,20,M,178,79
7921,26,M,183,75
7922,27,M,174,89
7923,23,M,180,82
7924,24,M,,
7925,28,M,188,98
7926,29,M,,
7927,36,M,,
7928,30,M,,
7929,26,M,,
7930,19,M,,
7931,33,M,180,77
7932,36,M,170,70
7933,22,M,,
7934,22,M,,
7935,46,M,,
7936,25,M,,
7937,35,M,,
7938,24,M,,
7939,24,M,,
7940,19,M,,
7941,27,M,173,74.5
7942,27,M,173,74.5
7943,30,F,175,63
7944,30,F,175,63
7945,30,F,175,63
7946,30,F,175,63
7947,20,M,,
7948,24,M,,
7949,38,M,,
7950,23,M,,
7951,42,M,,
7952,26,M,,
7953,44,M,,
7954,26,M,,
7955,30,M,,
7956,33,M,,
7957,39,M,,
7958,26,M,180,
7959,35,M,,
7960,30,M,,
7961,21,M,195,95
7962,37,M,168,
7963,27,M,183,75
7964,21,M,177,78
7965,22,M,,
7966,27,M,,
7967,25,M,,
7968,24,M,,
7969,35,M,,
7970,27,M,,
7971,51,M,,
7972,38,M,,
7973,40,M,,
7974,31,M,,
7975,20,M,,
7976,30,M,,
7977,42,M,,
7978,24,M,,
7979,36,M,,
7980,19,M,,
7981,25,M,185,85
7982,31,M,,
7983,32,M,,
7984,39,M,,
7985,31,M,,
7986,26,M,178,67
7987,23,M,,
7988,18,M,,
7989,31,M,,
7990,29,M,172,59
7991,23,M,164,
7992,24,M,164,
7993,28,M,,
7994,,M,,
7995,31,M,,
7996,31,M,,
7997,33,M,,
7998,19,M,168,
7999,31,M,,
8000,30,M,,
8001,22,F,,
8002,28,M,200,100
8003,38,M,,
8004,26,M,,
8005,23,F,,
8006,23,M,,
8007,29,F,,
8008,25,M,,
8009,31,M,,
8010,34,M,,
8011,41,M,,
8012,29,M,,
8013,30,M,,102.5
8014,26,M,177,68
8015,35,M,,
8016,27,M,185,
8017,24,F,162,56
8018,29,M,,
8019,30,M,,
8020,21,M,,
8021,21,M,162,53
8022,26,M,,
8023,24,F,170,58
8024,29,M,178,70
8025,29,M,178,70
8026,41,M,185,81
8027,31,M,183,100
8028,20,M,,
8029,73,M,,
8030,28,F,,
8031,19,M,,
8032,18,F,,
8033,24,M,180,79
8034,26,M,168,67
8035,26,M,168,67
8036,24,M,,
8037,41,M,,
8038,31,M,,58
8039,20,M,,
8040,23,M,,
8041,22,F,,
8042,22,F,,
8043,22,F,,
8044,37,M,,
8045,27,M,,
8046,25,F,,
8047,30,M,,
8048,20,F,,
8049,33,M,,
8050,27,M,,101.5
8051,38,M,,
8052,36,M,,
8053,36,M,,
8054,41,M,,
8055,44,M,,
8056,16,M,175,86
8057,31,M,175,
8058,36,M,,
8059,18,M,,
8060,27,M,,
8061,37,M,,
8062,23,M,,
8063,47,M,,
8064,27,M,183,93
