athleteID,age,sex,height,weight
28449,21,F,165,47
28632,17,F,150,37
29593,15,F,158,40
30827,17,F,152,43
31055,18,F,154,52
31089,16,F,150,37
33312,16,F,142,33
33682,18,F,160,45
34632,15,F,150,35
35898,20,F,142,33
36424,17,F,162,48
36970,27,F,159,52
38640,19,F,157,46
38978,21,F,162,48
39306,19,F,167,56
